MPF34	25	0	0	0	80	0	0	0	160	1120	1360	5093	30558	15279	20372	71301	72661	1	1	0	2	0	2	0	7	6	1	0	1	6	9	NA	2315	312	5	6	3	28	2	22	35	520	63	10	86	1	89	0	94	68	94	14	64	0	0	13	69	0	537	82	1262	16	0	47	0	13	22	0	0	2	36	10	64	0	0	0	0	0	0	0	1	7	12	8	0	0	0	0	0	0	0	0	0	2	13	0	0	1	7	6	4	0	0	3	2	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	1	7	0	0	1	67	949	93	19	13	6	4	2	5	7	8	11	7	0	3	0	0	2	3	6	0	0	3	0	2	0	0	0	0	0	3	2	0	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	45	3	0	0	106	0	0	58	0	56	16	153	20	0	0	50	2	0	0	4	1	0	5395	6	0	2	31	23	8	2	22	1	54	9	5	1	2	4	11	27	24	4	2	105	3	0	9	2	9	31	4	68	1	1	8	0	1	68	2	2	0	2	1	1	17	2	13	0	2	17	3	24
MPPE14	38	640	0	0	80	80	160	160	240	320	1680	631525	35651	56022	66208	789407	791087	1	5	0	2	0	2	1	1	5	8	0	1	13	6	NA	2745	7	311	9	21	28	3	7	0	8	209	52	0	0	75	2	98	458	63	7	46	0	0	5	97	0	367	65	950	82	0	0	84	27	0	0	48	47	11	42	0	3	49	0	0	0	0	0	1	16	10	47	1	16	0	0	0	0	0	0	0	0	8	14	1	16	0	0	0	2	33	0	12	79	0	0	0	0	0	0	0	0	0	0	0	2	33	0	0	0	0	0	0	10	962	97	23	11	8	3	9	6	3	10	4	1	0	2	2	2	0	0	0	0	0	1	1	3	0	1	0	0	0	1	0	0	0	0	1	2	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	1	0	84	0	0	33	0	32	10	144	13	0	0	52	1	1	0	2	0	0	3736	5	0	32	33	10	12	8	30	1	23	8	4	1	1	0	10	29	39	8	0	73	4	3	4	0	10	38	1	64	1	1	19	5	0	105	4	4	3	1	9	7	19	1	3	1	1	25	8	35
MPPE22	31	400	80	160	80	0	0	0	80	1040	1840	173161	40744	0	0	218997	220837	1	8	0	2	0	2	1	4	6	6	0	1	25	8	358	8	5580	6	272	3	30	9	21	87	0	27	425	4	1	23	0	0	236	74	0	0	61	0	6	13	0	309	72	1204	53	0	0	133	7	0	0	34	35	3	5	0	2	42	0	0	0	0	0	1	21	6	6	0	0	0	6	6	3	64	6	6	2	42	2	42	0	0	6	6	0	0	2	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	42	0	0	1	21	2	929	111	30	9	18	0	7	3	2	4	9	2	0	0	2	6	0	2	4	2	2	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	3	0	0	86	0	0	47	1	46	13	181	15	0	0	39	1	0	0	5	0	0	3	7	158037495	13	7	36	26	3	37	37	47	2	0	3	3	9	4	18	35	5	1	100	3	1	6	0	10	47	2	57	1	3	17	4	0	76	1	4	2	1	2	1	15	4	9	0	6	13	8	30
MPPE24	37	2080	0	0	160	0	0	0	720	560	3520	66208	0	25465	10186	101859	105379	1	4	0	1	0	2	1	1	6	0	1	5	7	NA	2227	1	323	5	23	26	5	3	5	13	88	89	0	0	75	2	98	458	63	7	46	0	0	5	97	0	367	65	950	82	0	0	84	27	0	0	48	47	11	42	0	4	69	0	0	0	0	0	2	34	11	72	2	34	0	0	0	0	0	0	0	0	8	2	2	34	0	0	0	3	52	0	14	6	0	0	0	0	0	0	0	0	0	8	0	2	34	0	0	0	0	0	0	0	9	967	111	22	11	6	4	11	1	3	10	5	0	0	2	3	0	1	0	5	3	0	0	1	1	2	3	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	3	0	0	82	0	0	54	1	52	15	161	18	0	0	29	2	0	0	2	1	0	4474	7	1576451995	57	5	54	18	46	71	28	47	3	3	5	0	6	11	27	51	2	1	75	13	1	7	1	10	38	0	62	0	2	26	2	0	90	3	4	3	5	4	1	8	1	9	0	2	9	6	31
MPPE32	19	560	0	0	80	160	0	0	480	3680	4960	76394	20372	10186	10186	127324	132284	1	5	0	3	0	2	1	6	5	0	1	22	9	353	9	4625	7	248	28	21	6	21	6	234	92	1	23	0	0	236	74	0	0	61	0	6	13	0	309	72	1204	53	0	0	133	7	0	0	34	35	3	5	0	2	42	0	0	0	0	0	0	3	62	0	0	0	0	0	0	1	21	0	3	62	0	1	21	0	0	0	0	0	0	0	0	1	21	0	0	0	0	2	42	0	0	0	0	0	0	2	42	0	0	0	2	87	8	0	0	939	84	27	13	11	9	4	5	2	5	5	0	2	0	0	5	0	5	1	3	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	2	1	1	0	0	5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	3	0	0	74	0	0	41	1	40	15	173	13	0	0	33	1	0	0	1	0	1	4313	6	0	4	23	23	8	2	31	1	61	6	8	2	1	3	4	14	31	4	2	70	8	2	4	2	9	65	1	81	0	1	20	1	0	75	0	2	6	1	2	9	12	2	10	1	3	15	15	42
MPPE34	31	560	0	80	0	80	320	0	80	1360	2480	290298	56022	101859	30558	478737	481217	1	8	0	2	0	3	1	3	6	0	2	11	9	NA	3196	409	7	22	6	30	7	3	34	165	8	0	0	75	2	98	458	63	7	46	0	0	5	97	0	367	65	950	82	0	0	84	27	0	0	48	47	11	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	13	73	0	0	1	14	0	0	0	0	0	1	19	3	0	75	22	88			983	96	17	14	3	2	14	0	3	5	4	3	0	1	2	1	0	0	1	0	0	0	0	3	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	3	0	0	83	0	1	41	1	39	12	150	14	0	0	44	2	0	0	6	0	0	9195	5	0	92	38	10	2	7	23	1	65	1	9	4	1	1	2	20	47	3	2	89	7	3	4	0	13	42	0	74	0	0	20	4	0	93	0	3	8	1	4	4	20	0	2	1	1	18	10	26
MPZ12	86	240	160	0	80	80	0	0	0	80	640	188439	56023	5093	30558	320856	321496	1	6	0	2	0	2	1	2	6	6	0	1	14	5	237	7	6189	6	126	1	NA	NA	NA	3	4	0	21	0	610	17	54	83	0	85	0	8	5	8	71	535	79	476	28	0	43	0	50	37	0	21	0	85	176	4	2	52	0	0	0	0	0	0	0	0	16	47	0	0	0	8	24	0	0	1	18	0	0	40	4	71	0	0	0	0	0	0	0	0	0	0	0	0	0	8	24	0	0	0	18	0	0	0	0	0	0	0	2	7	80	1050	71	17	7	3	2	5	0	2	3	2	1	0	3	1	2	2	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	4	2	0	85	0	2	62	2	61	9	149	23	0	0	24	1	2	0	1	0	0	1133	6	2139	41	32	26	20	3	97	2	56	4	1	10	6	1	2	43	36	9	0	83	8	0	13	0	14	38	1	105	1	1	12	7	1	95	1	0	0	2	13	7	11	5	5	1	2	7	6	33
MPZ14	42	0	0	0	160	0	0	0	80	80	320	213904	30558	10186	5093	300484	300804	1	9	0	3	0	3	1	4	6	1	0	1	6	1	NA	3143	4	465	5	11	4	29	3	0	26	241	27	0	65	0	0	65	368	59	23	28	0	0	21	99	0	763	69	684	8	0	0	36	86	1	29	0	25	22	2	51	0	5	5	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	18	71	0	0	0	0	0	0	0	7	7	0	9	9	0	0	0	0	0	0	0	0	2	42	58	1003	70	24	8	11	2	4	4	5	5	2	1	0	0	2	0	0	5	0	0	0	0	3	1	2	0	0	0	0	1	0	0	0	0	1	0	2	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	91	0	2	52	4	51	10	151	12	0	0	38	1	0	0	0	1	0	1255	7	228798096	27	18	12	-4	5	64	1	49	8	3	3	2	1	4	30	33	1	2	86	9	0	3	2	13	42	2	92	1	1	21	5	3	114	0	0	2	5	11	7	15	3	19	0	2	14	10	20
MPZ22	45	640	0	0	240	240	80	0	80	320	1600	45837	30558	15279	10186	106952	108552	1	5	0	2	0	2	1	1	6	6	0	1	24	2	923	6	3979	9	174	8	NA	NA	NA	3	4	0	21	0	610	17	54	83	0	85	0	8	5	8	71	535	79	476	28	0	43	0	50	37	0	21	0	85	176	4	2	52	0	0	0	0	0	0	0	0	10	66	0	0	3	55	1	18	0	0	1	18	0	0	4	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	55	0	0	1	18	0	0	3	55	0	0	0	0	0	1007	73	20	8	2	5	6	3	7	2	4	2	1	1	1	2	1	2	2	1	0	0	0	2	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	41	3	1	0	79	0	2	42	2	41	14	157	12	0	0	38	1	1	0	0	1	1	1871	2	0	52	39	1	43	30	38	13	58	7	4	1	4	0	3	14	45	8	1	96	6	0	2	3	8	36	1	87	1	0	11	9	1	92	0	0	2	2	4	6	16	4	12	1	0	13	6	23
MPZ24	28	0	0	0	80	0	0	0	160	80	320	387064	86580	40744	50929	651897	652217	2	0	2	0	3	1	5	6	3	0	1	9	5	NA	3545	6	540	2	9	7	28	4	18	46	203	17	0	65	0	0	65	368	59	23	28	0	0	21	99	0	763	69	684	8	0	0	36	86	1	29	0	25	22	2	51	0	0	0	0	0	0	0	0	3	23	1	8	0	0	0	0	0	0	0	0	7	54	0	0	0	0	0	0	3	23	0	0	0	0	0	0	0	3	23	0	1	8	0	0	0	0	0	0	0	0	2	47	6	39	1019	60	20	7	19	2	9	2	4	0	5	0	0	0	0	0	2	5	0	0	1	0	0	4	0	1	1	0	0	1	2	0	0	0	0	1	2	0	0	3	1	0	0	0	1	0	0	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	6	0	2	85	0	3	43	3	42	21	144	24	0	0	43	1	0	0	2	0	1	1	7	0	24	48	75	5	5	23	5	58	6	3	2	0	3	3	15	31	12	1	87	6	0	2	2	13	41	2	71	0	2	20	4	1	115	3	1	0	2	3	6	10	2	13	1	4	16	13	33
MPZ32	53	320	80	0	320	80	80	0	240	560	1680	402344	35651	35651	81487	611155	612835	1	6	0	2	0	2	1	2	6	6	0	1	13	1	594	3	4127	8	155	4	NA	NA	NA	3	4	0	21	0	610	17	54	83	0	85	0	8	5	8	71	535	79	476	28	0	43	0	50	37	0	21	0	85	176	4	2	52	0	0	0	0	0	0	0	0	3	53	0	0	0	3	53	0	0	0	0	0	3	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	53	0	0	0	0	0	0	0	0	0	0	2	4	1	14	NA	984	82	30	3	10	4	7	1	4	4	1	1	0	0	2	1	0	3	0	2	2	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	5	0	0	91	0	0	47	0	45	10	146	23	0	0	46	2	0	0	3	1	0	7865	6	3271648873	15	33	26	23	6	38	1	48	17	5	3	1	2	1	22	29	2	1	77	4	1	9	0	16	43	2	85	0	4	24	5	0	84	0	1	1	5	7	2	19	1	9	1	4	15	5	24
MPZ34	29	80	0	0	80	160	160	0	0	80	560	300484	101859	61115	280112	769035	769595	1	8	0	2	0	2	1	4	6	1	0	1	8	9	NA	3312	1	470	9	2	28	5	19	68	431	75	0	65	0	0	65	368	59	23	28	0	0	21	99	0	763	69	684	8	0	0	36	86	1	29	0	25	22	2	51	0	4	41	0	0	0	0	0	0	4	41	0	0	0	0	0	0	1	1	0	0	7	71	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	4	41	0	0	0	0	0	0	0	0	0	0	2	42	6	34	964	68	35	25	8	1	14	7	3	1	10	3	0	2	2	1	2	2	0	3	0	0	0	3	2	1	0	2	0	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	4	0	1	119	0	1	47	2	44	11	156	21	0	0	74	3	0	0	0	0	0	1426	5	2937375349	6	26	14	-5	6	75	0	14	11	3	5	0	0	1	33	20	7	0	71	7	0	4	0	13	22	0	79	0	2	22	2	4	99	1	4	1	2	2	5	21	1	16	0	4	29	14	23
NAF12	971	640	23600	0	1120	80	640	0	1200	80	27360	331042	101859	25465	40744	519482	546842	1	5	0	5	0	3	0	8	6	7	0	1	47	4	628	6	3247	5	173	26	9	26	3	32	0	74	266	67	27	97	0	7	1	4	30	7	91	6	0	0	6	99	3	5	522	3	1218	71	0	0	8	39	0	0	15	38	2	24	0	0	0	0	0	0	0	1	34	38	81	0	0	0	0	0	0	1	34	0	0	14	72	0	2	68	20	1	40	14	4	1	34	0	4	17	4	1	34	2	34	0	0	5	35	0	0	0	0	0	0	1005	72	35	6	2	5	9	6	2	1	1	2	0	0	1	1	0	0	4	5	0	0	0	1	0	4	0	1	1	2	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	3	0	0	108	0	8	53	9	51	17	180	16	0	1	56	2	0	0	1	0	0	1453	8	0	4	9	1	45	33	42	99	62	9	0	3	11	1	2	27	19	2	0	48	1	1	2	1	15	22	5	119	2	6	18	3	3	57	2	0	1	4	5	2	24	5	11	0	10	24	5	16
NAF14	980	640	52080	0	160	160	0	80	240	80	53440	346320	218997	81487	50929	723198	776638	1	6	0	4	0	4	0	7	6	1	0	1	21	NA	2776	3	339	7	17	7	23	5	3	488	89	11	94	0	2	65	16	58	0	66	0	2	65	0	0	66	190	38	1691	51	0	0	6	63	0	0	3	32	4	7	0	1	17	0	0	0	0	0	1	17	21	8	0	1	17	0	1	17	9	37	0	1	17	0	0	33	96	1	17	2	34	8	2	0	0	0	35	13	3	51	0	0	0	0	1	17	1	17	1	17	1	17	0	9	5	984	53	52	14	2	3	1	3	10	6	4	1	1	4	2	1	2	0	1	6	1	0	0	0	1	1	0	4	1	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	2	0	0	97	1	5	46	6	45	12	148	15	1	1	51	1	0	0	2	0	0	83	6	0	9	82	38	6	6	74	94	49	4	0	5	1	3	8	9	40	4	0	44	1	0	1	1	15	25	7	110	3	8	13	2	9	53	2	2	0	6	13	3	15	3	4	0	9	26	14	31
