NAF24	1001	0	6400	0	80	160	0	80	1600	480	8800	427807	142602	91673	20372	758849	767649	1	4	0	3	0	4	0	7	6	1	0	1	17	2	NA	2592	6	294	2	14	3	24	3	15	526	98	11	94	0	2	65	16	58	0	66	0	2	65	0	0	66	190	38	1691	51	0	0	6	63	0	0	3	32	4	7	0	0	0	0	0	0	0	3	43	21	71	11	42	0	2	28	0	0	0	2	28	0	0	19	42	3	43	0	1	14	8	0	11	42	31	99	0	1	14	0	0	0	0	71	1	14	0	6	85	3	43	22	85	28	982	102	25	1	6	7	8	2	11	4	4	3	0	2	5	0	0	2	2	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	5	0	0	77	0	2	47	2	46	19	175	16	1	0	31	1	0	1	1	0	2	2	7	0	12	8	19	16	33	5	25	56	6	1	2	5	3	5	39	36	6	1	67	3	1	6	5	24	32	6	110	3	6	16	1	4	83	2	0	0	2	5	3	16	4	12	0	4	6	15	31
NAF32	951	160	42000	0	240	160	0	80	2960	720	46320	86580	106952	71301	10186	300485	346805	1	6	0	6	0	5	0	5	6	7	0	1	45	4	328	4	6127	375	1	30	2	24	8	48	0	64	285	71	27	97	0	7	1	4	30	7	91	6	0	0	6	99	3	5	522	3	1218	71	0	0	8	39	0	0	15	38	2	24	0	0	0	0	0	2	92	0	1	46	29	23	0	0	0	1	46	1	46	0	1	46	11	69	0	0	0	0	7	31	7	31	0	0	11	69	19	19	0	0	46	0	21	92	10	23	2	92	1	46	17	1002	53	42	11	6	10	2	4	4	3	3	2	1	1	0	0	3	0	3	4	1	0	2	0	4	1	0	2	1	1	1	0	3	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	58	3	0	0	91	0	3	51	3	49	14	174	13	3	0	42	2	0	1	3	1	1	8425	6	101053453	7	13	44	12	9	10	1	39	12	1	4	5	2	3	24	21	1	0	71	3	4	2	1	14	28	5	105	2	3	16	1	2	49	1	0	1	3	8	3	18	3	5	1	3	18	13	25
NAF34	1042	80	48080	0	0	0	0	0	720	1440	50320	488923	361599	40744	76394	1074612	1124932	2	1	0	6	0	5	1	6	1	0	1	24	6	NA	3492	9	486	9	15	6	23	8	8	26	558	73	11	94	0	2	65	16	58	0	66	0	2	65	0	0	66	190	38	1691	51	0	0	6	63	0	0	3	32	4	7	0	1	15	0	0	0	0	0	1	15	8	6	2	3	1	15	0	0	0	0	0	0	0	13	81	0	0	0	11	51	0	0	21	86	0	9	21	0	0	0	0	0	1	9	21	5	75	0	16	11	0	0	3	5	1006	79	26	9	3	3	8	5	9	3	1	4	0	2	1	0	1	0	2	2	3	4	1	0	1	0	0	3	0	0	1	0	2	3	0	2	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	3	1	0	99	0	1	59	1	59	13	141	17	0	0	40	0	1	1	0	1	1	86	5	1060855909	32	7	92	4	8	7	1	74	9	2	2	5	4	2	15	37	10	1	71	2	0	8	4	12	39	4	104	1	9	17	3	5	83	0	1	0	3	0	0	17	10	7	0	4	10	11	58
NALL12	923	2080	880	0	80	0	0	0	160	240	3440	443087	66208	112045	402344	1038964	1042404	3	2	0	7	0	5	2	6	3	0	3	435	6	1309	4	6938	4	692	5	41	4	26	8	72	1	1	488	89	54	83	0	2	35	283	57	3	92	1	57	1	57	6	27	10	18	389	32	954	88	0	0	51	7	0	0	166	85	1	0	0	0	0	0	0	0	0	1	21	0	0	0	1	21	0	1	21	0	0	0	2	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	92	6	764	160	28	27	6	10	0	14	14	4	2	3	4	2	2	1	5	0	0	0	0	2	3	0	1	0	23	3	3	0	1	3	0	0	0	0	3	0	4	0	1	0	3	0	0	0	0	0	2	0	1	2	1	4	2	0	3	0	0	0	0	0	0	1	0	4	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	5	0	0	127	0	0	78	0	76	19	262	13	1	0	51	2	0	0	2	0	2	2	7	0	12	5	20	20	5	12	11	61	13	0	3	0	3	3	0	18	0	5	39	1	3	1	0	15	53	1	41	4	0	1	0	0	2	4	0	0	3	0	0	36	4	1	0	2	17	2	18
NALL14	954	0	13120	0	160	160	0	80	560	0	14080	519481	106952	152788	10186	1247772	1261852	3	5	0	6	0	5	2	4	5	5	0	3	411	6	NA	4105	4	1285	1	12	29	9	18	2	266	67	0	73	0	0	174	39	0	73	0	7	27	12	35	5	9	433	7	1231	62	0	0	27	61	2	91	0	31	24	2	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	2	24	0	0	0	0	0	0	0	0	0	86	2	0	86	7	NA	761	129	66	24	13	13	1	7	4	2	4	14	1	10	7	5	3	1	1	0	4	1	3	0	4	0	1	3	2	0	0	4	0	0	1	3	2	7	1	0	2	0	1	0	0	0	0	0	1	0	3	0	1	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	62	4	0	0	115	0	3	66	3	65	13	211	13	1	0	50	1	0	0	0	0	1	2482	1	0	6	2	28	31	35	8	94	50	11	1	4	0	3	6	0	19	0	1	80	1	2	9	1	15	41	0	17	3	4	10	0	0	8	1	0	2	1	1	2	16	6	2	0	5	19	3	24
NALL22	1011	2480	3360	0	480	0	0	80	240	160	6800	860710	911640	290299	1344541	3442840	3449640	2	8	0	7	0	4	1	7	6	5	0	2	384	8	1339	4	5919	5	275	4	37	8	24	29	0	94	501	59	54	83	0	2	35	283	57	3	92	1	57	1	57	6	27	10	18	389	32	954	88	0	0	51	7	0	0	166	85	1	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	1	2	0	0	0	0	0	0	2	4	1	2	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	97	875	130	26	21	7	3	0	4	7	1	3	2	0	0	2	7	3	0	4	0	4	3	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	6	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	5	0	1	126	0	2	74	4	74	15	208	21	2	0	50	0	0	1	0	1	0	2415	6	1173652695	9	9	4	27	3	13	1	52	5	0	2	2	10	3	5	36	0	1	60	7	0	5	4	15	81	3	41	5	12	14	0	0	17	6	0	2	0	8	1	22	11	2	1	4	16	5	61
NALL24	968	0	0	0	320	80	0	80	400	0	880	325949	254647	132417	10186	748663	749543	3	3	0	4	0	5	2	4	5	6	0	3	338	8	NA	4915	9	1451	6	13	1	29	6	96	0	31	387	3	0	73	0	0	174	39	0	73	0	7	27	12	35	5	9	433	7	1231	62	0	0	27	61	2	91	0	31	24	2	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	1	59	3	NA	856	103	21	17	13	15	0	14	2	1	4	5	0	4	3	0	3	2	2	0	1	1	3	1	1	1	0	1	3	0	0	1	0	1	0	3	0	2	0	0	3	0	2	0	1	0	0	0	2	2	0	2	2	0	1	0	0	0	0	2	0	0	0	0	1	1	2	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	57	5	2	0	157	0	1	89	2	88	18	205	12	0	0	68	1	2	2	2	0	1	3735	5	968379447	2	6	2	21	8	17	1	27	9	0	2	2	2	0	1	41	2	4	72	2	1	1	3	15	81	1	34	2	7	5	0	0	17	9	1	1	0	11	9	16	6	5	0	7	29	3	61
NALL32	915	1760	0	0	0	0	0	0	880	880	3520	835245	96766	96766	71301	1125544	1129064	3	2	1	0	5	1	7	6	3	0	3	364	8	1203	3	9503	9	456	6	41	3	24	9	6	1	21	520	63	54	83	0	2	35	283	57	3	92	1	57	1	57	6	27	10	18	389	32	954	88	0	0	51	7	0	0	166	85	1	0	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	47	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3	93	845	103	37	28	8	15	0	16	6	1	3	6	0	0	1	6	7	0	4	0	1	0	2	0	2	2	9	7	2	1	2	1	1	0	3	0	1	0	2	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	1	0	0	137	1	1	78	1	78	17	186	9	0	0	59	0	0	0	2	0	0	2634	7	0	13	28	22	97	34	45	2	61	3	1	7	0	2	3	1	35	0	6	36	1	2	3	1	15	48	0	47	6	4	3	0	0	4	0	3	1	2	2	4	27	5	1	2	6	12	5	33
NALL34	940	0	17200	0	1680	80	0	80	1360	0	20400	1405653	86580	61115	10186	1563535	1583935	4	7	1	4	0	8	2	6	5	6	0	4	318	NA	5208	1440	4	12	30	8	18	8	32	7	0	73	0	0	174	39	0	73	0	7	27	12	35	5	9	433	7	1231	62	0	0	27	61	2	91	0	31	24	2	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	67	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	2	0	59	7	78	NA	NA	828	83	27	29	12	6	0	18	3	6	12	10	0	9	2	6	1	1	1	0	0	4	1	3	2	1	0	2	3	1	4	4	0	1	0	2	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	3	0	0	1	0	1	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	1	2	0	133	0	1	64	1	62	21	169	13	1	0	71	2	2	5	4	1	0	1591	1	0	25	54	28	5	0	86	96	56	5	2	2	2	7	2	12	32	2	2	62	4	3	5	5	8	65	2	33	4	2	0	0	0	33	1	2	2	1	1	1	28	3	4	3	3	27	6	33
NAPE12	1004	1120	26960	0	0	80	160	80	480	1200	30080	1354727	76394	193532	71301	4843404	4873484	2	5	0	2	0	2	2	2	6	6	0	3	21	8	150	2	8513	3	1068	7	33	3	27	43	98	0	64	355	56	14	64	1	46	0	1268	8	0	8	79	0	73	8	5	0	75	41	482	48	0	0	21	96	0	0	44	66	6	23	0	0	0	0	0	0	0	0	16	49	0	0	0	0	0	7	61	2	54	0	0	103	99	0	0	5	7	2	54	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	830	192	51	6	12	5	11	2	2	3	0	2	1	5	1	1	0	1	0	4	2	0	1	0	0	4	0	1	2	0	1	1	1	0	1	0	1	2	1	0	2	1	2	0	0	1	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	3	1	0	81	0	4	42	4	41	14	234	12	0	0	40	1	1	1	3	0	0	1893	6	1052631579	76	21	24	7	2	12	1	16	2	0	1	0	5	1	15	42	4	5	47	0	2	4	6	20	27	5	78	1	4	19	2	0	20	0	1	1	1	12	2	28	4	1	3	19	13	5	20
NAPE14	993	1600	2880	0	80	160	2240	240	480	1520	9200	198625	81487	132417	50929	560224	569424	2	9	0	6	0	6	1	7	5	9	0	3	4	7	NA	4459	6	981	6	26	4	31	3	0	15	253	97	18	0	0	924	5	3	2	10	0	119	803	0	0	15	0	0	28	12	58	0	0	0	0	0	0	0	0	30	87	1	34	0	0	0	22	82	0	4	2	0	0	92	62	18	79	0	1	34	2	68	0	0	88	59	0	2	68	0	0	0	0	0	6	71	0	0	0	0	4	2	0	0	0	8	5	0	2	6	13	0	7	NA	931	117	49	9	9	4	13	2	3	5	4	1	0	4	6	2	2	1	1	3	0	3	3	1	0	2	0	2	1	0	0	3	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	5	1	0	107	0	1	61	2	58	16	198	16	1	0	48	3	1	0	5	0	1	9465	5	984591071	94	30	68	22	8	14	1	76	6	0	5	1	4	1	23	42	0	0	52	2	0	1	2	18	27	4	107	0	5	10	8	6	24	3	4	2	4	16	1	9	2	8	3	12	19	7	14
NAPE22	972	1200	78720	44160	160	0	240	240	640	0	125360	1115358	91673	45837	50930	1578817	1704177	2	3	0	3	0	3	1	8	6	7	0	2	14	5	324	7	9284	3	819	6	29	5	27	53	97	0	53	400	14	64	1	46	0	1268	8	0	8	79	0	73	8	5	0	75	41	482	48	0	0	21	96	0	0	44	66	6	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	69	0	0	0	0	1	0	0	0	0	0	0	0	61	3	0	0	863	153	54	11	3	10	12	0	2	5	1	5	0	3	3	2	4	0	0	2	0	3	5	0	0	3	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	2	3	2	95	1	2	64	2	59	28	195	11	1	0	36	5	3	1	2	1	0	1	8	0	5	9	28	15	35	61	13	57	1	0	2	0	7	4	24	50	0	4	49	1	3	1	1	11	27	4	81	0	6	13	1	0	25	0	0	2	0	20	6	27	2	1	4	9	12	8	21
NAPE24	977	2400	1600	0	800	0	400	0	1840	160	7200	101859	40744	76394	10186	300484	307684	3	2	0	9	0	5	1	8	5	8	0	2	3	3	NA	5119	9	1047	7	27	9	30	4	82	0	17	234	92	18	0	0	924	5	3	2	10	0	119	803	0	0	15	0	0	28	12	58	0	0	0	0	0	0	0	2	47	8	64	0	0	0	4	94	0	0	0	0	0	19	74	2	47	0	0	0	0	0	130	78	0	3	7	0	0	0	0	0	3	7	0	0	0	0	13	57	0	0	0	6	17	0	1	93	11	0	56	198	65	NA	967	77	60	9	9	5	6	1	5	4	3	4	0	2	1	1	0	0	0	2	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	2	2	0	92	0	2	44	3	43	12	176	9	2	0	48	1	2	1	0	0	0	4705	6	1421658072	7	33	26	5	5	13	1	28	11	0	2	2	0	7	15	36	3	2	74	2	1	1	1	22	22	3	96	0	9	16	1	0	36	0	0	5	3	11	2	15	1	2	0	12	19	5	24
NAPE32	962	880	7920	0	80	80	160	160	1440	80	10800	458366	112045	56023	56023	692642	703442	4	7	0	3	0	4	4	6	5	0	2	13	5	486	7	8178	1	1143	6	34	26	2	30	59	355	56	14	64	1	46	0	1268	8	0	8	79	0	73	8	5	0	75	41	482	48	0	0	21	96	0	0	44	66	6	23	0	0	0	0	0	0	0	0	45	16	0	0	16	77	0	0	24	52	0	0	6	45	24	52	9	3	1	29	0	5	16	2	58	0	0	0	0	0	0	0	0	0	6	0	6	45	0	1	29	0	0	0	3	0	927	153	36	15	5	4	9	2	4	3	2	1	1	0	0	0	3	3	0	1	0	0	4	1	1	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	5	1	0	81	0	4	48	4	42	13	241	17	2	0	39	5	1	2	1	0	0	1801	6	0	22	24	21	3	0	92	8	49	10	0	2	11	5	7	0	36	1	1	70	5	0	2	3	10	20	5	87	1	8	18	1	5	14	0	1	0	1	7	4	18	3	9	1	10	7	1	16
